year,county,fips,yield_bu_acre
2013,Greene,19073,137.9
2014,Greene,19073,181.2
2015,Greene,19073,189.0
2016,Greene,19073,205.5
2017,Greene,19073,202.2
2018,Greene,19073,201.3
2019,Greene,19073,201.4
2020,Greene,19073,153.8
2021,Greene,19073,220.5
2022,Greene,19073,197.3
2023,Greene,19073,208.0
2024,Greene,19073,223.1
2025,Greene,19073,213.3
2000,Grundy,19075,146.5
2001,Grundy,19075,149.9
2002,Grundy,19075,181.5
2003,Grundy,19075,172.6
2004,Grundy,19075,190.6
2005,Grundy,19075,189.9
2006,Grundy,19075,176.8
2007,Grundy,19075,176.0
2008,Grundy,19075,181.0
2009,Grundy,19075,178.0
2010,Grundy,19075,192.9
2011,Grundy,19075,172.8
2012,Grundy,19075,161.5
2013,Grundy,19075,180.8
2014,Grundy,19075,182.4
2015,Grundy,19075,199.9
2016,Grundy,19075,198.5
2017,Grundy,19075,217.3
2018,Grundy,19075,225.2
2019,Grundy,19075,209.8
2020,Grundy,19075,182.7
2021,Grundy,19075,209.4
2022,Grundy,19075,207.5
2023,Grundy,19075,212.9
2025,Grundy,19075,215.9
2000,Guthrie,19077,136.1
2001,Guthrie,19077,127.9
2002,Guthrie,19077,149.0
2003,Guthrie,19077,135.9
2004,Guthrie,19077,172.9
2005,Guthrie,19077,161.2
2006,Guthrie,19077,159.2
2007,Guthrie,19077,158.8
2008,Guthrie,19077,171.0
2009,Guthrie,19077,173.4
2010,Guthrie,19077,141.3
2011,Guthrie,19077,169.4
2012,Guthrie,19077,113.4
2013,Guthrie,19077,130.1
2014,Guthrie,19077,176.1
2015,Guthrie,19077,179.2
2016,Guthrie,19077,198.2
2017,Guthrie,19077,197.6
2018,Guthrie,19077,192.2
2019,Guthrie,19077,196.7
2020,Guthrie,19077,151.3
2021,Guthrie,19077,220.0
2022,Guthrie,19077,193.6
2000,Hamilton,19079,154.4
2001,Hamilton,19079,163.6
2002,Hamilton,19079,182.6
2003,Hamilton,19079,166.9
2004,Hamilton,19079,181.4
2005,Hamilton,19079,189.0
2006,Hamilton,19079,184.7
2007,Hamilton,19079,180.5
2008,Hamilton,19079,157.0
2009,Hamilton,19079,167.5
2010,Hamilton,19079,169.6
2011,Hamilton,19079,180.6
2012,Hamilton,19079,138.0
2013,Hamilton,19079,135.0
2014,Hamilton,19079,173.1
2015,Hamilton,19079,198.1
2016,Hamilton,19079,209.0
2017,Hamilton,19079,194.6
2018,Hamilton,19079,188.9
2019,Hamilton,19079,198.2
2020,Hamilton,19079,166.2
2022,Hamilton,19079,208.6
2023,Hamilton,19079,215.5
2024,Hamilton,19079,212.3
2025,Hamilton,19079,212.7
2000,Hancock,19081,154.5
2001,Hancock,19081,145.0
2002,Hancock,19081,167.9
2003,Hancock,19081,169.1
2004,Hancock,19081,176.5
2005,Hancock,19081,182.3
2006,Hancock,19081,175.9
2007,Hancock,19081,178.6
2008,Hancock,19081,171.0
2009,Hancock,19081,178.5
2010,Hancock,19081,176.9
2011,Hancock,19081,179.8
2012,Hancock,19081,143.3
2013,Hancock,19081,169.9
2014,Hancock,19081,173.9
2015,Hancock,19081,201.2
2016,Hancock,19081,200.3
2017,Hancock,19081,200.2
2018,Hancock,19081,176.7
2019,Hancock,19081,193.3
2020,Hancock,19081,200.0
2021,Hancock,19081,209.8
2022,Hancock,19081,211.5
2023,Hancock,19081,204.9
2024,Hancock,19081,203.1
2025,Hancock,19081,196.3
2000,Hardin,19083,146.8
2001,Hardin,19083,157.7
2002,Hardin,19083,177.6
2003,Hardin,19083,169.5
2004,Hardin,19083,194.0
2005,Hardin,19083,188.6
2006,Hardin,19083,183.5
2007,Hardin,19083,177.3
2008,Hardin,19083,159.0
2009,Hardin,19083,162.9
2010,Hardin,19083,185.8
2011,Hardin,19083,186.7
2012,Hardin,19083,163.6
2013,Hardin,19083,156.6
2014,Hardin,19083,166.3
2015,Hardin,19083,199.3
2016,Hardin,19083,208.0
2017,Hardin,19083,213.7
2018,Hardin,19083,216.6
2019,Hardin,19083,200.2
2020,Hardin,19083,155.7
2021,Hardin,19083,193.2
2022,Hardin,19083,215.6
2023,Hardin,19083,213.3
2025,Hardin,19083,208.7
2000,Harrison,19085,138.5
2001,Harrison,19085,137.6
2002,Harrison,19085,155.1
2003,Harrison,19085,150.5
2004,Harrison,19085,177.3
2005,Harrison,19085,155.0
2006,Harrison,19085,142.1
2007,Harrison,19085,161.8
2008,Harrison,19085,176.0
2009,Harrison,19085,196.8
2010,Harrison,19085,159.4
2011,Harrison,19085,169.9
2012,Harrison,19085,130.9
2013,Harrison,19085,177.1
2014,Harrison,19085,161.1
2015,Harrison,19085,189.5
2016,Harrison,19085,204.6
2017,Harrison,19085,193.2
2018,Harrison,19085,176.0
2020,Harrison,19085,180.2
2022,Harrison,19085,172.4
2023,Harrison,19085,190.3
2025,Harrison,19085,186.2
2000,Henry,19087,143.7
2001,Henry,19087,142.9
2002,Henry,19087,157.1
2003,Henry,19087,160.7
2004,Henry,19087,182.2
2005,Henry,19087,153.0
2006,Henry,19087,167.9
2007,Henry,19087,181.5
2008,Henry,19087,178.0
2009,Henry,19087,155.9
2010,Henry,19087,109.0
2011,Henry,19087,123.2
2012,Henry,19087,132.0
2013,Henry,19087,160.4
2014,Henry,19087,196.6
2015,Henry,19087,178.4
2016,Henry,19087,199.0
2017,Henry,19087,196.4
2018,Henry,19087,189.7
2019,Henry,19087,164.5
2020,Henry,19087,172.0
2021,Henry,19087,167.7
2022,Henry,19087,167.7
2023,Henry,19087,195.1
2024,Henry,19087,213.7
2025,Henry,19087,209.6
2000,Howard,19089,140.3
2001,Howard,19089,130.5
2002,Howard,19089,164.6
2003,Howard,19089,151.4
2004,Howard,19089,160.8
2005,Howard,19089,183.8
2006,Howard,19089,165.3
2007,Howard,19089,169.8
2008,Howard,19089,164.0
2009,Howard,19089,169.9
2010,Howard,19089,191.4
2011,Howard,19089,185.8
2012,Howard,19089,137.8
2013,Howard,19089,159.1
2014,Howard,19089,164.4
2015,Howard,19089,202.1
2016,Howard,19089,202.2
2017,Howard,19089,201.7
2018,Howard,19089,185.5
2019,Howard,19089,194.2
2020,Howard,19089,188.6
2021,Howard,19089,207.3
2022,Howard,19089,217.2
2023,Howard,19089,183.9
2024,Howard,19089,212.5
2025,Howard,19089,233.8
2000,Humboldt,19091,158.8
2001,Humboldt,19091,144.6
2002,Humboldt,19091,172.6
2003,Humboldt,19091,169.2
2004,Humboldt,19091,190.2
2005,Humboldt,19091,188.2
2006,Humboldt,19091,181.3
2007,Humboldt,19091,177.5
2008,Humboldt,19091,172.0
2009,Humboldt,19091,191.0
2010,Humboldt,19091,153.2
2011,Humboldt,19091,185.5
2012,Humboldt,19091,146.1
2013,Humboldt,19091,155.4
2014,Humboldt,19091,176.9
2015,Humboldt,19091,194.8
2016,Humboldt,19091,206.1
2017,Humboldt,19091,200.9
2018,Humboldt,19091,162.3
2019,Humboldt,19091,198.7
2020,Humboldt,19091,188.4
2021,Humboldt,19091,205.4
2022,Humboldt,19091,195.5
2023,Humboldt,19091,205.8
2024,Humboldt,19091,205.7
2025,Humboldt,19091,202.5
2000,Ida,19093,109.5
2001,Ida,19093,146.2
2002,Ida,19093,166.2
2003,Ida,19093,165.9
2004,Ida,19093,185.0
2005,Ida,19093,177.0
2006,Ida,19093,125.5
2007,Ida,19093,169.4
2008,Ida,19093,196.0
2009,Ida,19093,206.6
2010,Ida,19093,191.8
2011,Ida,19093,182.9
2012,Ida,19093,151.4
2013,Ida,19093,177.7
2014,Ida,19093,189.9
2015,Ida,19093,203.1
2016,Ida,19093,216.0
2017,Ida,19093,215.7
2018,Ida,19093,222.2
2020,Ida,19093,188.2
2021,Ida,19093,226.8
2022,Ida,19093,221.2
2023,Ida,19093,198.0
2024,Ida,19093,221.5
2025,Ida,19093,232.4
2000,Iowa,19095,140.9
2001,Iowa,19095,154.2
2002,Iowa,19095,175.7
2003,Iowa,19095,168.9
2004,Iowa,19095,185.8
2005,Iowa,19095,147.3
2006,Iowa,19095,178.1
2007,Iowa,19095,178.0
2008,Iowa,19095,173.0
2009,Iowa,19095,180.2
2010,Iowa,19095,158.5
2011,Iowa,19095,171.6
2012,Iowa,19095,135.7
2013,Iowa,19095,165.9
2014,Iowa,19095,192.1
2015,Iowa,19095,199.3
2016,Iowa,19095,210.6
2017,Iowa,19095,216.7
2018,Iowa,19095,211.7
2019,Iowa,19095,190.6
2020,Iowa,19095,151.1
2022,Iowa,19095,205.9
2023,Iowa,19095,213.5
2024,Iowa,19095,219.2
2025,Iowa,19095,220.3
2000,Jackson,19097,140.7
2001,Jackson,19097,152.0
2002,Jackson,19097,164.7
2003,Jackson,19097,155.2
2004,Jackson,19097,169.6
2005,Jackson,19097,124.2
2006,Jackson,19097,166.5
2007,Jackson,19097,169.4
2008,Jackson,19097,169.0
2009,Jackson,19097,169.6
2010,Jackson,19097,157.2
2011,Jackson,19097,178.3
2012,Jackson,19097,114.6
2013,Jackson,19097,173.2
2014,Jackson,19097,188.9
2015,Jackson,19097,190.6
2016,Jackson,19097,202.1
2017,Jackson,19097,202.1
2018,Jackson,19097,202.4
2019,Jackson,19097,185.5
2020,Jackson,19097,185.6
2021,Jackson,19097,191.2
2022,Jackson,19097,219.2
2023,Jackson,19097,189.6
2024,Jackson,19097,227.5
2025,Jackson,19097,213.2
2000,Jasper,19099,144.1
2001,Jasper,19099,154.8
2002,Jasper,19099,183.4
2003,Jasper,19099,171.5
2004,Jasper,19099,194.2
2005,Jasper,19099,188.5
2006,Jasper,19099,173.9
2007,Jasper,19099,180.9
2008,Jasper,19099,182.0
2009,Jasper,19099,181.4
2010,Jasper,19099,152.7
2011,Jasper,19099,171.1
2012,Jasper,19099,150.9
2013,Jasper,19099,158.8
2014,Jasper,19099,191.5
2015,Jasper,19099,198.9
2016,Jasper,19099,214.7
2017,Jasper,19099,204.6
2018,Jasper,19099,218.6
2019,Jasper,19099,209.3
2021,Jasper,19099,221.7
2022,Jasper,19099,203.6
2023,Jasper,19099,218.0
2000,Jefferson,19101,141.9
2001,Jefferson,19101,134.4
2002,Jefferson,19101,134.9
2003,Jefferson,19101,146.9
2004,Jefferson,19101,173.1
2005,Jefferson,19101,143.6
2006,Jefferson,19101,170.7
2007,Jefferson,19101,159.9
2008,Jefferson,19101,167.0
2009,Jefferson,19101,150.0
2010,Jefferson,19101,98.5
2011,Jefferson,19101,112.4
2012,Jefferson,19101,102.8
2013,Jefferson,19101,145.5
2014,Jefferson,19101,200.9
2015,Jefferson,19101,168.2
2016,Jefferson,19101,197.0
2017,Jefferson,19101,165.5
2018,Jefferson,19101,198.8
2019,Jefferson,19101,162.7
2020,Jefferson,19101,167.3
2021,Jefferson,19101,163.3
2022,Jefferson,19101,178.0
2023,Jefferson,19101,195.1
2024,Jefferson,19101,203.7
2025,Jefferson,19101,199.4
2000,Johnson,19103,141.5
2001,Johnson,19103,156.4
2002,Johnson,19103,177.1
2003,Johnson,19103,160.4
2004,Johnson,19103,173.8
2005,Johnson,19103,135.8
2006,Johnson,19103,171.8
2007,Johnson,19103,171.1
2008,Johnson,19103,161.0
2009,Johnson,19103,178.8
2010,Johnson,19103,150.9
2011,Johnson,19103,171.9
2012,Johnson,19103,132.4
2013,Johnson,19103,181.1
2014,Johnson,19103,184.6
2015,Johnson,19103,187.1
2016,Johnson,19103,189.0
2017,Johnson,19103,213.1
2018,Johnson,19103,212.3
2019,Johnson,19103,181.3
2020,Johnson,19103,161.8
2022,Johnson,19103,205.2
2023,Johnson,19103,203.1
2024,Johnson,19103,223.1
2025,Johnson,19103,209.7
2000,Jones,19105,141.3
2001,Jones,19105,168.5
2002,Jones,19105,173.0
2003,Jones,19105,164.0
2004,Jones,19105,168.3
2005,Jones,19105,148.3
2006,Jones,19105,175.5
2007,Jones,19105,181.2
2008,Jones,19105,167.0
2009,Jones,19105,190.1
2010,Jones,19105,168.9
2011,Jones,19105,171.4
2012,Jones,19105,127.3
2013,Jones,19105,179.3
2014,Jones,19105,180.1
2015,Jones,19105,186.6
2016,Jones,19105,201.3
2017,Jones,19105,217.0
2018,Jones,19105,208.9
2019,Jones,19105,203.0
2020,Jones,19105,171.6
2022,Jones,19105,218.2
2023,Jones,19105,190.7
2024,Jones,19105,233.3
2025,Jones,19105,215.1
2000,Keokuk,19107,147.6
2001,Keokuk,19107,142.1
2002,Keokuk,19107,160.8
2003,Keokuk,19107,155.2
2004,Keokuk,19107,190.5
2005,Keokuk,19107,135.0
2006,Keokuk,19107,166.6
2007,Keokuk,19107,174.5
2008,Keokuk,19107,157.0
2009,Keokuk,19107,167.7
2010,Keokuk,19107,111.2
2011,Keokuk,19107,152.4
2012,Keokuk,19107,113.0
2013,Keokuk,19107,156.7
2014,Keokuk,19107,193.2
2015,Keokuk,19107,181.0
2016,Keokuk,19107,208.6
2017,Keokuk,19107,176.4
2018,Keokuk,19107,203.7
2019,Keokuk,19107,175.4
2020,Keokuk,19107,163.5
2021,Keokuk,19107,176.5
2022,Keokuk,19107,170.4
2023,Keokuk,19107,211.6
2025,Keokuk,19107,209.2
2000,Kossuth,19109,157.6
2001,Kossuth,19109,138.1
2002,Kossuth,19109,163.3
2003,Kossuth,19109,170.7
2004,Kossuth,19109,178.4
2005,Kossuth,19109,187.5
2006,Kossuth,19109,177.2
2007,Kossuth,19109,178.6
2008,Kossuth,19109,171.0
2009,Kossuth,19109,191.6
2010,Kossuth,19109,184.0
2011,Kossuth,19109,179.9
2012,Kossuth,19109,164.6
2013,Kossuth,19109,167.7
2014,Kossuth,19109,176.6
2015,Kossuth,19109,199.0
2016,Kossuth,19109,204.7
2017,Kossuth,19109,205.6
2018,Kossuth,19109,180.2
2019,Kossuth,19109,198.7
2020,Kossuth,19109,190.7
2021,Kossuth,19109,190.7
2022,Kossuth,19109,196.8
2025,Kossuth,19109,204.6
2000,Lee,19111,149.0
2001,Lee,19111,138.3
2002,Lee,19111,140.8
2003,Lee,19111,150.1
2004,Lee,19111,180.0
2005,Lee,19111,129.4
2006,Lee,19111,144.1
2007,Lee,19111,177.5
2008,Lee,19111,173.0
2009,Lee,19111,167.9
2010,Lee,19111,103.2
2011,Lee,19111,105.2
2012,Lee,19111,116.0
2013,Lee,19111,144.1
2014,Lee,19111,200.6
2015,Lee,19111,145.1
2016,Lee,19111,194.6
2017,Lee,19111,178.0
2018,Lee,19111,201.3
2019,Lee,19111,172.5
2020,Lee,19111,174.3
2021,Lee,19111,160.4
2022,Lee,19111,178.2
2023,Lee,19111,203.7
2024,Lee,19111,223.3
2025,Lee,19111,198.0
2000,Linn,19113,140.9
2001,Linn,19113,164.9
2002,Linn,19113,176.6
2003,Linn,19113,162.5
2004,Linn,19113,172.4
2005,Linn,19113,152.0
2006,Linn,19113,176.2
2007,Linn,19113,176.7
2008,Linn,19113,172.0
2009,Linn,19113,189.7
2010,Linn,19113,170.3
2011,Linn,19113,169.1
2012,Linn,19113,124.2
2013,Linn,19113,178.6
2014,Linn,19113,176.1
2015,Linn,19113,189.2
2016,Linn,19113,200.3
2017,Linn,19113,217.4
2018,Linn,19113,215.4
2019,Linn,19113,223.7
2020,Linn,19113,164.9
2022,Linn,19113,215.0
2023,Linn,19113,179.5
2024,Linn,19113,230.1
2025,Linn,19113,216.2
2000,Louisa,19115,139.0
2001,Louisa,19115,131.2
2002,Louisa,19115,156.9
2003,Louisa,19115,156.3
2004,Louisa,19115,179.1
2005,Louisa,19115,133.5
2006,Louisa,19115,170.1
2007,Louisa,19115,178.0
2008,Louisa,19115,174.0
2009,Louisa,19115,158.4
2010,Louisa,19115,125.1
2011,Louisa,19115,148.9
2012,Louisa,19115,162.9
2013,Louisa,19115,158.5
2014,Louisa,19115,188.2
2015,Louisa,19115,181.7
2016,Louisa,19115,200.2
2017,Louisa,19115,216.6
2018,Louisa,19115,196.5
2019,Louisa,19115,174.6
2020,Louisa,19115,181.6
2021,Louisa,19115,189.5
2022,Louisa,19115,196.3
2024,Louisa,19115,214.5
2000,Lucas,19117,130.4
2001,Lucas,19117,118.4
2002,Lucas,19117,140.9
2003,Lucas,19117,119.1
2004,Lucas,19117,154.8
2005,Lucas,19117,154.8
2006,Lucas,19117,137.8
2007,Lucas,19117,141.9
2008,Lucas,19117,114.0
2009,Lucas,19117,137.2
2010,Lucas,19117,71.2
2011,Lucas,19117,114.9
2012,Lucas,19117,85.3
2013,Lucas,19117,117.9
2014,Lucas,19117,153.7
2015,Lucas,19117,154.8
2016,Lucas,19117,174.6
2020,Lucas,19117,149.2
2021,Lucas,19117,166.1
2022,Lucas,19117,139.5
2023,Lucas,19117,173.9
2025,Lucas,19117,183.4
2000,Lyon,19119,154.1
2001,Lyon,19119,151.3
2002,Lyon,19119,152.9
2003,Lyon,19119,158.3
2004,Lyon,19119,185.9
2005,Lyon,19119,185.2
2006,Lyon,19119,163.9
2007,Lyon,19119,163.7
2008,Lyon,19119,190.0
2009,Lyon,19119,192.8
2010,Lyon,19119,195.2
2011,Lyon,19119,185.4
2012,Lyon,19119,161.6
2013,Lyon,19119,190.5
2014,Lyon,19119,172.9
2015,Lyon,19119,196.0
2016,Lyon,19119,206.9
2017,Lyon,19119,218.9
2018,Lyon,19119,193.0
2019,Lyon,19119,186.5
2020,Lyon,19119,197.0
2021,Lyon,19119,216.7
2022,Lyon,19119,190.8
2023,Lyon,19119,200.2
2024,Lyon,19119,198.8
2000,Madison,19121,133.1
2001,Madison,19121,144.5
2002,Madison,19121,150.4
2003,Madison,19121,134.7
2004,Madison,19121,175.6
2005,Madison,19121,154.9
2006,Madison,19121,158.4
2007,Madison,19121,162.6
2008,Madison,19121,165.0
2009,Madison,19121,167.7
2010,Madison,19121,124.6
2011,Madison,19121,145.1
2012,Madison,19121,101.4
2013,Madison,19121,140.9
2014,Madison,19121,171.4
2015,Madison,19121,169.6
2016,Madison,19121,185.5
2017,Madison,19121,173.1
2018,Madison,19121,167.8
2019,Madison,19121,175.7
2020,Madison,19121,172.0
2021,Madison,19121,195.6
2022,Madison,19121,166.9
2023,Madison,19121,202.0
2025,Madison,19121,192.6
2000,Mahaska,19123,143.3
2001,Mahaska,19123,142.8
2002,Mahaska,19123,168.8
2003,Mahaska,19123,162.2
2004,Mahaska,19123,192.7
2005,Mahaska,19123,160.5
2006,Mahaska,19123,166.0
2007,Mahaska,19123,179.9
2008,Mahaska,19123,176.0
2009,Mahaska,19123,182.4
2010,Mahaska,19123,116.6
2011,Mahaska,19123,165.0
2012,Mahaska,19123,133.0
2013,Mahaska,19123,168.6
2014,Mahaska,19123,189.9
2015,Mahaska,19123,190.3
2016,Mahaska,19123,204.7
2017,Mahaska,19123,177.2
2018,Mahaska,19123,207.7
2019,Mahaska,19123,189.9
2020,Mahaska,19123,180.8
2021,Mahaska,19123,200.5
2022,Mahaska,19123,186.3
2023,Mahaska,19123,214.9
2024,Mahaska,19123,222.9
2025,Mahaska,19123,218.5
2000,Marion,19125,139.4
2001,Marion,19125,140.1
2002,Marion,19125,162.2
2003,Marion,19125,147.5
2004,Marion,19125,170.3
2005,Marion,19125,159.9
2006,Marion,19125,156.3
2007,Marion,19125,165.9
2008,Marion,19125,143.0
2009,Marion,19125,165.2
2010,Marion,19125,112.7
2011,Marion,19125,152.6
2012,Marion,19125,115.1
2013,Marion,19125,156.4
2014,Marion,19125,171.6
2015,Marion,19125,178.1
2016,Marion,19125,198.0
2017,Marion,19125,185.7
2018,Marion,19125,190.2
2019,Marion,19125,170.7
2021,Marion,19125,199.1
2022,Marion,19125,175.2
2023,Marion,19125,203.7
2024,Marion,19125,218.1
2025,Marion,19125,209.6
2000,Marshall,19127,145.2
2001,Marshall,19127,152.9
2002,Marshall,19127,184.0
2003,Marshall,19127,179.6
2004,Marshall,19127,185.1
2005,Marshall,19127,191.9
2006,Marshall,19127,184.3
2007,Marshall,19127,185.9
2008,Marshall,19127,180.0
2009,Marshall,19127,178.5
2010,Marshall,19127,183.3
2011,Marshall,19127,166.3
2012,Marshall,19127,157.6
2013,Marshall,19127,163.2
2014,Marshall,19127,190.5
2015,Marshall,19127,194.9
2016,Marshall,19127,211.3
2017,Marshall,19127,222.4
2018,Marshall,19127,226.0
2019,Marshall,19127,221.9
2021,Marshall,19127,211.5
2022,Marshall,19127,214.1
2023,Marshall,19127,216.3
2024,Marshall,19127,222.2
2000,Mills,19129,135.2
2001,Mills,19129,132.5
2002,Mills,19129,110.3
2003,Mills,19129,131.6
2004,Mills,19129,184.8
2005,Mills,19129,163.7
2006,Mills,19129,159.5
2007,Mills,19129,147.4
2008,Mills,19129,156.0
2009,Mills,19129,191.2
2010,Mills,19129,160.2
2011,Mills,19129,155.0
2012,Mills,19129,128.8
2013,Mills,19129,171.0
2014,Mills,19129,184.9
2016,Mills,19129,188.4
2017,Mills,19129,190.1
2019,Mills,19129,202.9
2020,Mills,19129,182.2
2021,Mills,19129,209.8
2022,Mills,19129,191.1
2023,Mills,19129,204.3
2024,Mills,19129,210.9
2025,Mills,19129,190.4
2000,Mitchell,19131,146.7
2001,Mitchell,19131,145.5
2002,Mitchell,19131,177.5
2003,Mitchell,19131,156.3
2004,Mitchell,19131,175.3
2005,Mitchell,19131,186.6
2006,Mitchell,19131,170.5
2007,Mitchell,19131,174.2
2008,Mitchell,19131,174.0
2009,Mitchell,19131,177.2
2010,Mitchell,19131,190.5
2011,Mitchell,19131,180.1
2012,Mitchell,19131,131.4
2013,Mitchell,19131,164.1
2014,Mitchell,19131,175.1
2015,Mitchell,19131,202.1
2016,Mitchell,19131,199.1
2017,Mitchell,19131,213.4
2018,Mitchell,19131,193.3
2019,Mitchell,19131,194.5
2020,Mitchell,19131,203.3
2021,Mitchell,19131,203.3
2022,Mitchell,19131,217.9
2023,Mitchell,19131,171.8
2024,Mitchell,19131,212.8
2025,Mitchell,19131,215.4
2000,Monona,19133,138.3
2001,Monona,19133,127.8
2002,Monona,19133,138.0
2003,Monona,19133,141.9
2004,Monona,19133,169.8
2005,Monona,19133,157.1
2006,Monona,19133,109.3
2007,Monona,19133,149.3
2008,Monona,19133,171.0
2009,Monona,19133,199.8
2010,Monona,19133,168.7
2011,Monona,19133,158.3
2012,Monona,19133,115.1
2013,Monona,19133,175.2
2014,Monona,19133,156.6
2015,Monona,19133,169.0
2016,Monona,19133,184.5
2017,Monona,19133,196.0
2018,Monona,19133,181.4
2019,Monona,19133,203.9
2020,Monona,19133,178.4
2021,Monona,19133,197.7
2022,Monona,19133,168.6
2023,Monona,19133,165.4
2024,Monona,19133,192.0
2025,Monona,19133,203.1
2000,Monroe,19135,135.8
2001,Monroe,19135,115.9
2002,Monroe,19135,158.0
2003,Monroe,19135,129.6
2004,Monroe,19135,171.3
2005,Monroe,19135,154.3
2006,Monroe,19135,137.0
2007,Monroe,19135,161.3
2008,Monroe,19135,136.0
2009,Monroe,19135,156.3
2010,Monroe,19135,77.4
2011,Monroe,19135,112.5
2012,Monroe,19135,67.3
2013,Monroe,19135,115.3
2014,Monroe,19135,175.7
2016,Monroe,19135,180.0
2017,Monroe,19135,169.9
2018,Monroe,19135,167.0
2019,Monroe,19135,162.3
2020,Monroe,19135,153.8
2021,Monroe,19135,166.1
2022,Monroe,19135,145.4
2023,Monroe,19135,181.1
2024,Monroe,19135,191.7
2025,Monroe,19135,186.4
2000,Montgomery,19137,141.6
2001,Montgomery,19137,132.9
2002,Montgomery,19137,141.1
2003,Montgomery,19137,129.5
2004,Montgomery,19137,183.3
2005,Montgomery,19137,158.1
2006,Montgomery,19137,163.9
2007,Montgomery,19137,145.1
2008,Montgomery,19137,160.0
2009,Montgomery,19137,191.2
2010,Montgomery,19137,157.0
2011,Montgomery,19137,153.2
2012,Montgomery,19137,132.0
2013,Montgomery,19137,154.0
2014,Montgomery,19137,163.1
2015,Montgomery,19137,185.2
2016,Montgomery,19137,185.5
2017,Montgomery,19137,199.1
2018,Montgomery,19137,191.5
2019,Montgomery,19137,204.8
2020,Montgomery,19137,184.6
2021,Montgomery,19137,204.9
2022,Montgomery,19137,187.8
2023,Montgomery,19137,206.2
2024,Montgomery,19137,215.8
2025,Montgomery,19137,197.6
2000,Muscatine,19139,145.7
2001,Muscatine,19139,150.3
2002,Muscatine,19139,170.9
2003,Muscatine,19139,168.0
2004,Muscatine,19139,180.0
2005,Muscatine,19139,135.3
2006,Muscatine,19139,166.4
2007,Muscatine,19139,180.6
2008,Muscatine,19139,166.0
2009,Muscatine,19139,166.6
2010,Muscatine,19139,144.8
2011,Muscatine,19139,164.6
2012,Muscatine,19139,152.6
2013,Muscatine,19139,158.3
2014,Muscatine,19139,188.1
2015,Muscatine,19139,177.7
2016,Muscatine,19139,203.0
2017,Muscatine,19139,206.8
2018,Muscatine,19139,209.6
2019,Muscatine,19139,173.2
2020,Muscatine,19139,172.8
2021,Muscatine,19139,204.5
2022,Muscatine,19139,213.1
2023,Muscatine,19139,211.9
2024,Muscatine,19139,220.4
2025,Muscatine,19139,207.1
2000,O Brien,19141,151.4
2001,O Brien,19141,151.6
2002,O Brien,19141,151.7
2003,O Brien,19141,169.0
2004,O Brien,19141,182.3
2005,O Brien,19141,185.0
2006,O Brien,19141,166.0
2007,O Brien,19141,167.7
2008,O Brien,19141,195.0
2009,O Brien,19141,198.0
2010,O Brien,19141,190.7
2011,O Brien,19141,185.1
2012,O Brien,19141,159.8
2013,O Brien,19141,195.3
2014,O Brien,19141,180.3
2015,O Brien,19141,205.2
2016,O Brien,19141,210.7
2017,O Brien,19141,213.8
2018,O Brien,19141,201.6
2019,O Brien,19141,204.9
2020,O Brien,19141,199.5
2021,O Brien,19141,213.5
2022,O Brien,19141,201.1
2023,O Brien,19141,212.7
2024,O Brien,19141,199.0
2025,O Brien,19141,220.1
2000,Osceola,19143,154.1
2001,Osceola,19143,127.2
2002,Osceola,19143,148.6
2003,Osceola,19143,155.8
2004,Osceola,19143,187.3
2005,Osceola,19143,185.8
2006,Osceola,19143,165.4
2007,Osceola,19143,171.4
2008,Osceola,19143,175.0
2009,Osceola,19143,193.6
2010,Osceola,19143,192.7
2011,Osceola,19143,184.4
2012,Osceola,19143,169.6
2013,Osceola,19143,182.0
2014,Osceola,19143,175.4
2015,Osceola,19143,204.7
2016,Osceola,19143,203.7
2017,Osceola,19143,211.6
2018,Osceola,19143,180.2
2019,Osceola,19143,182.5
2020,Osceola,19143,185.3
2021,Osceola,19143,208.0
2022,Osceola,19143,197.5
2023,Osceola,19143,203.7
2025,Osceola,19143,230.1
2000,Page,19145,136.3
2001,Page,19145,133.3
2002,Page,19145,100.0
2003,Page,19145,126.3
2004,Page,19145,179.9
2005,Page,19145,164.7
2006,Page,19145,152.5
2007,Page,19145,139.5
2008,Page,19145,133.0
2009,Page,19145,176.8
2010,Page,19145,150.1
2011,Page,19145,136.2
2012,Page,19145,116.2
2013,Page,19145,154.5
2014,Page,19145,182.4
2015,Page,19145,165.8
2016,Page,19145,185.8
2017,Page,19145,193.1
2018,Page,19145,188.1
2019,Page,19145,191.3
2020,Page,19145,181.6
2021,Page,19145,206.9
2022,Page,19145,174.5
2023,Page,19145,206.6
2024,Page,19145,209.1
2000,Palo Alto,19147,154.2
2001,Palo Alto,19147,145.3
2002,Palo Alto,19147,158.5
2003,Palo Alto,19147,165.6
2004,Palo Alto,19147,182.9
2005,Palo Alto,19147,186.5
2006,Palo Alto,19147,163.0
2007,Palo Alto,19147,170.8
2008,Palo Alto,19147,176.0
2009,Palo Alto,19147,188.1
2010,Palo Alto,19147,174.0
2011,Palo Alto,19147,174.6
2012,Palo Alto,19147,170.6
2013,Palo Alto,19147,168.8
2014,Palo Alto,19147,164.6
2015,Palo Alto,19147,197.5
2016,Palo Alto,19147,196.0
2017,Palo Alto,19147,195.4
2018,Palo Alto,19147,157.9
2019,Palo Alto,19147,198.3
